symbol,date,close,prediction,probability,confidence
NSE:EIEL-EQ,2025-01-30,254.25,1.0,0.56,0.56
NSE:EIHOTEL-EQ,2025-01-30,361.05,1.0,0.61,0.61
NSE:EKC-EQ,2025-01-30,150.77,1.0,0.61,0.61
NSE:ELECON-EQ,2025-01-30,520.15,1.0,0.58,0.58
NSE:ELECTCAST-EQ,2025-01-30,126.4,1.0,0.51,0.51
NSE:ELGIEQUIP-EQ,2025-01-30,530.25,1.0,0.62,0.62
NSE:ELIN-BE,2025-01-30,153.24,1.0,0.58,0.58
NSE:EMAMILTD-EQ,2025-01-30,571.05,1.0,0.59,0.59
NSE:EMBDL-EQ,2025-01-30,145.85,1.0,0.58,0.58
NSE:EMCURE-EQ,2025-01-30,1219.45,1.0,0.61,0.61
NSE:EMIL-EQ,2025-01-30,145.5,1.0,0.58,0.58
NSE:EMMBI-EQ,2025-01-30,126.21,1.0,0.59,0.59
NSE:EMSLIMITED-EQ,2025-01-30,797.65,1.0,0.56,0.56
NSE:EMUDHRA-EQ,2025-01-30,695.6,1.0,0.59,0.59
NSE:EMULTIMQ-EQ,2025-01-30,39.98,1.0,0.55,0.55
NSE:ENGINERSIN-EQ,2025-01-30,166.85,1.0,0.55,0.55
NSE:ENTERO-EQ,2025-01-30,1346.7,1.0,0.53,0.53
NSE:EPACK-EQ,2025-01-30,441.3,1.0,0.54,0.54
NSE:EPL-EQ,2025-01-30,216.05,1.0,0.58,0.58
NSE:EQUITASBNK-EQ,2025-01-30,66.23,1.0,0.59,0.59
NSE:ERIS-EQ,2025-01-30,1193.4,1.0,0.6,0.6
NSE:ESAFSFB-EQ,2025-01-30,36.81,1.0,0.59,0.59
NSE:ESCORTS-EQ,2025-01-30,3590.95,1.0,0.6,0.6
NSE:ESSARSHPNG-BE,2025-01-30,32.39,1.0,0.51,0.51
NSE:ESTER-EQ,2025-01-30,147.26,1.0,0.58,0.58
NSE:ETERNAL-EQ,2025-01-30,218.8,1.0,0.61,0.61
NSE:EUREKAFORB-EQ,2025-01-30,519.9,1.0,0.55,0.55
NSE:EVINDIA-EQ,2025-01-30,28.2,1.0,0.56,0.56
NSE:EXICOM-EQ,2025-01-30,227.8,1.0,0.55,0.55
NSE:EXIDEIND-EQ,2025-01-30,360.0,1.0,0.56,0.56
NSE:FACT-EQ,2025-01-30,891.0,1.0,0.55,0.55
NSE:FCL-EQ,2025-01-30,325.1,1.0,0.55,0.55
NSE:FEDERALBNK-EQ,2025-01-30,184.96,1.0,0.58,0.58
NSE:FEDFINA-EQ,2025-01-30,94.11,1.0,0.62,0.62
NSE:FILATEX-EQ,2025-01-30,48.07,1.0,0.55,0.55
NSE:FINCABLES-EQ,2025-01-30,1002.7,1.0,0.58,0.58
NSE:FINIETF-EQ,2025-01-30,25.24,1.0,0.6,0.6
NSE:FINOPB-EQ,2025-01-30,286.3,1.0,0.6,0.6
NSE:FINPIPE-EQ,2025-01-30,202.15,1.0,0.55,0.55
NSE:FIRSTCRY-EQ,2025-01-30,476.65,1.0,0.61,0.61
NSE:FIVESTAR-EQ,2025-01-30,750.95,1.0,0.59,0.59
NSE:FLAIR-EQ,2025-01-30,243.9,1.0,0.57,0.57
NSE:FLUOROCHEM-EQ,2025-01-30,3592.25,1.0,0.56,0.56
NSE:FMCGIETF-EQ,2025-01-30,58.38,1.0,0.6,0.6
NSE:FMNL-BE,2025-01-30,19.4,1.0,0.58,0.58
NSE:FOCUS-BE,2025-01-30,100.65,1.0,0.59,0.59
NSE:FOODSIN-BE,2025-01-30,109.85,1.0,0.58,0.58
NSE:FORTIS-EQ,2025-01-30,647.75,1.0,0.53,0.53
NSE:FSL-EQ,2025-01-30,341.25,1.0,0.61,0.61
NSE:FUSION-EQ,2025-01-30,164.31,0.0,0.5,0.5
NSE:GABRIEL-EQ,2025-01-30,452.8,1.0,0.51,0.51
NSE:GAEL-EQ,2025-01-30,114.68,1.0,0.55,0.55
NSE:GAIL-EQ,2025-01-30,167.11,0.0,0.5,0.5
NSE:GALAPREC-EQ,2025-01-30,995.55,0.0,0.5,0.5
NSE:GANDHAR-EQ,2025-01-30,175.88,1.0,0.6,0.6
NSE:GANECOS-EQ,2025-01-30,1636.05,1.0,0.53,0.53
NSE:GANESHBE-EQ,2025-01-30,122.2,1.0,0.58,0.58
NSE:GANESHHOUC-EQ,2025-01-30,1294.15,1.0,0.57,0.57
NSE:GARFIBRES-EQ,2025-01-30,800.65,1.0,0.59,0.59
NSE:GARUDA-EQ,2025-01-30,127.66,1.0,0.58,0.58
NSE:GATEWAY-EQ,2025-01-30,75.67,1.0,0.61,0.61
NSE:GEEKAYWIRE-EQ,2025-01-30,85.88,1.0,0.57,0.57
NSE:GENCON-BE,2025-01-30,37.77,1.0,0.55,0.55
NSE:GENESYS-EQ,2025-01-30,810.75,1.0,0.59,0.59
NSE:GENSOL-BE,2025-01-30,743.75,0.0,0.49,0.51
NSE:GENUSPAPER-EQ,2025-01-30,19.43,1.0,0.56,0.56
NSE:GENUSPOWER-EQ,2025-01-30,316.3,1.0,0.55,0.55
NSE:GEOJITFSL-EQ,2025-01-30,92.31,1.0,0.56,0.56
NSE:GEPIL-EQ,2025-01-30,288.65,1.0,0.57,0.57
NSE:GESHIP-EQ,2025-01-30,948.15,1.0,0.61,0.61
NSE:GFLLIMITED-EQ,2025-01-30,72.29,1.0,0.59,0.59
NSE:GHCL-EQ,2025-01-30,718.55,1.0,0.56,0.56
NSE:GHCLTEXTIL-EQ,2025-01-30,91.34,1.0,0.57,0.57
NSE:GICHSGFIN-EQ,2025-01-30,183.12,1.0,0.59,0.59
NSE:GICRE-EQ,2025-01-30,400.7,1.0,0.56,0.56
NSE:GILT5YBEES-EQ,2025-01-30,59.36,1.0,0.55,0.55
NSE:GIPCL-EQ,2025-01-30,191.66,1.0,0.62,0.62
NSE:GLAND-EQ,2025-01-30,1506.4,1.0,0.59,0.59
NSE:GLAXO-EQ,2025-01-30,1980.05,1.0,0.59,0.59
NSE:GLENMARK-EQ,2025-01-30,1448.85,1.0,0.6,0.6
NSE:GLOBAL-BE,2025-01-30,61.58,1.0,0.58,0.58
NSE:GLOBUSSPR-EQ,2025-01-30,849.0,1.0,0.6,0.6
NSE:GMDCLTD-EQ,2025-01-30,314.9,1.0,0.6,0.6
NSE:GMRAIRPORT-EQ,2025-01-30,71.2,1.0,0.59,0.59
NSE:GMRP&UI-EQ,2025-01-30,104.23,1.0,0.55,0.55
NSE:GNFC-EQ,2025-01-30,545.6,1.0,0.59,0.59
NSE:GODAVARIB-BE,2025-01-30,240.95,1.0,0.53,0.53
NSE:GODIGIT-EQ,2025-01-30,295.75,1.0,0.58,0.58
NSE:GODREJAGRO-EQ,2025-01-30,715.6,1.0,0.59,0.59
NSE:GODREJCP-EQ,2025-01-30,1118.5,1.0,0.55,0.55
NSE:GODREJIND-EQ,2025-01-30,879.35,1.0,0.53,0.53
NSE:GODREJPROP-EQ,2025-01-30,2288.4,1.0,0.53,0.53
NSE:GOKEX-EQ,2025-01-30,924.75,1.0,0.59,0.59
NSE:GOKULAGRO-EQ,2025-01-30,288.35,1.0,0.55,0.55
NSE:GOLD1-EQ,2025-01-30,68.65,1.0,0.59,0.59
NSE:GOLDBEES-EQ,2025-01-30,68.09,1.0,0.55,0.55
NSE:GOLDETF-EQ,2025-01-30,79.86,1.0,0.56,0.56
NSE:GOLDETFADD-EQ,2025-01-30,79.86,1.0,0.58,0.58
NSE:GOLDIAM-EQ,2025-01-30,489.05,1.0,0.57,0.57
NSE:GOLDIETF-EQ,2025-01-30,70.49,1.0,0.61,0.61
NSE:GOLDSHARE-EQ,2025-01-30,68.9,1.0,0.55,0.55
NSE:GOODLUCK-EQ,2025-01-30,851.65,1.0,0.53,0.53
NSE:GOPAL-EQ,2025-01-30,334.15,1.0,0.59,0.59
NSE:GPIL-EQ,2025-01-30,176.85,1.0,0.59,0.59
NSE:GPPL-EQ,2025-01-30,149.52,1.0,0.57,0.57
NSE:GPTHEALTH-EQ,2025-01-30,164.84,1.0,0.59,0.59
NSE:GPTINFRA-EQ,2025-01-30,110.86,1.0,0.58,0.58
NSE:GRANULES-EQ,2025-01-30,564.45,1.0,0.56,0.56
NSE:GRAPHITE-EQ,2025-01-30,466.15,1.0,0.61,0.61
NSE:GRASIM-EQ,2025-01-30,2491.7,1.0,0.59,0.59
NSE:GRAVITA-EQ,2025-01-30,1970.25,1.0,0.53,0.53
NSE:GREAVESCOT-EQ,2025-01-30,264.3,1.0,0.55,0.55
NSE:GREENLAM-EQ,2025-01-30,275.3,1.0,0.54,0.54
NSE:GREENPANEL-EQ,2025-01-30,340.5,1.0,0.61,0.61
NSE:GREENPLY-EQ,2025-01-30,277.0,1.0,0.58,0.58
NSE:GREENPOWER-EQ,2025-01-30,15.11,1.0,0.6,0.6
NSE:GRMOVER-EQ,2025-01-30,221.21,0.0,0.5,0.5
NSE:GROWWDEFNC-EQ,2025-01-30,61.48,1.0,0.6,0.6
NSE:GROWWEV-EQ,2025-01-30,28.2,1.0,0.59,0.59
NSE:GROWWGOLD-EQ,2025-01-30,80.56,1.0,0.57,0.57
NSE:GRSE-EQ,2025-01-30,1519.85,1.0,0.54,0.54
NSE:GRWRHITECH-EQ,2025-01-30,3593.9,1.0,0.54,0.54
NSE:GSFC-EQ,2025-01-30,202.77,1.0,0.61,0.61
NSE:GSPL-EQ,2025-01-30,343.15,1.0,0.58,0.58
NSE:GUJGASLTD-EQ,2025-01-30,478.8,1.0,0.59,0.59
NSE:GULFPETRO-EQ,2025-01-30,53.04,1.0,0.56,0.56
NSE:GULPOLY-EQ,2025-01-30,164.93,1.0,0.59,0.59
NSE:GVT&D-EQ,2025-01-30,1713.9,0.0,0.5,0.5
NSE:HAL-EQ,2025-01-30,3779.15,1.0,0.58,0.58
NSE:HAPPSTMNDS-EQ,2025-01-30,692.3,1.0,0.59,0.59
NSE:HARDWYN-BE,2025-01-30,16.23,1.0,0.52,0.52
NSE:HAVELLS-EQ,2025-01-30,1544.0,1.0,0.56,0.56
NSE:HBLENGINE-EQ,2025-01-30,564.1,1.0,0.52,0.52
NSE:HCC-BE,2025-01-30,30.79,1.0,0.57,0.57
NSE:HCG-EQ,2025-01-30,514.65,0.0,0.5,0.5
NSE:HCLTECH-EQ,2025-01-30,1713.1,1.0,0.57,0.57
NSE:HDFCAMC-EQ,2025-01-30,3769.35,1.0,0.57,0.57
NSE:HDFCBANK-EQ,2025-01-30,1691.5,1.0,0.57,0.57
NSE:HDFCGOLD-EQ,2025-01-30,70.22,1.0,0.56,0.56
NSE:HDFCLIFE-EQ,2025-01-30,634.15,1.0,0.57,0.57
NSE:HDFCMID150-EQ,2025-01-30,19.68,1.0,0.58,0.58
NSE:HDFCMOMENT-EQ,2025-01-30,29.45,1.0,0.6,0.6
NSE:HDFCNEXT50-EQ,2025-01-30,62.97,1.0,0.56,0.56
NSE:HDFCNIF100-EQ,2025-01-30,24.21,1.0,0.59,0.59
NSE:HDFCNIFBAN-EQ,2025-01-30,50.21,1.0,0.55,0.55
NSE:HDFCNIFTY-EQ,2025-01-30,257.93,1.0,0.59,0.59
NSE:HDFCPVTBAN-EQ,2025-01-30,24.6,1.0,0.55,0.55
NSE:HDFCSILVER-EQ,2025-01-30,89.54,1.0,0.56,0.56
NSE:HDFCSML250-EQ,2025-01-30,156.91,1.0,0.57,0.57
NSE:HEALTHIETF-EQ,2025-01-30,140.29,1.0,0.57,0.57
NSE:HEG-EQ,2025-01-30,393.9,1.0,0.61,0.61
NSE:HEIDELBERG-EQ,2025-01-30,223.75,1.0,0.55,0.55
NSE:HEMIPROP-EQ,2025-01-30,144.25,1.0,0.59,0.59
NSE:HERANBA-EQ,2025-01-30,335.05,1.0,0.58,0.58
NSE:HERITGFOOD-EQ,2025-01-30,422.55,1.0,0.59,0.59
NSE:HEROMOTOCO-EQ,2025-01-30,4177.8,1.0,0.61,0.61
NSE:HFCL-EQ,2025-01-30,95.16,1.0,0.62,0.62
NSE:HIKAL-EQ,2025-01-30,347.7,1.0,0.6,0.6
NSE:HILTON-BE,2025-01-30,88.44,1.0,0.52,0.52
NSE:HIMATSEIDE-EQ,2025-01-30,157.74,1.0,0.55,0.55
NSE:HINDALCO-EQ,2025-01-30,587.85,1.0,0.61,0.61
NSE:HINDCOPPER-EQ,2025-01-30,229.95,1.0,0.6,0.6
NSE:HINDMOTORS-BE,2025-01-30,27.0,1.0,0.55,0.55
NSE:HINDOILEXP-EQ,2025-01-30,196.25,1.0,0.57,0.57
NSE:HINDPETRO-EQ,2025-01-30,351.6,1.0,0.57,0.57
NSE:HINDUNILVR-EQ,2025-01-30,2408.75,1.0,0.55,0.55
NSE:HINDWAREAP-EQ,2025-01-30,227.15,1.0,0.59,0.59
NSE:HINDZINC-EQ,2025-01-30,441.35,1.0,0.57,0.57
NSE:HITECH-EQ,2025-01-30,125.11,1.0,0.55,0.55
NSE:HLVLTD-EQ,2025-01-30,15.84,1.0,0.56,0.56
NSE:HMAAGRO-EQ,2025-01-30,37.1,1.0,0.59,0.59
NSE:HNGSNGBEES-EQ,2025-01-30,353.31,1.0,0.59,0.59
NSE:HOMEFIRST-EQ,2025-01-30,945.1,1.0,0.54,0.54
NSE:HONASA-EQ,2025-01-30,218.75,1.0,0.55,0.55
NSE:HPAL-EQ,2025-01-30,65.56,1.0,0.6,0.6
NSE:HPL-EQ,2025-01-30,472.85,1.0,0.58,0.58
NSE:HSCL-EQ,2025-01-30,485.15,1.0,0.62,0.62
NSE:HTMEDIA-BE,2025-01-30,20.3,1.0,0.58,0.58
NSE:HUBTOWN-EQ,2025-01-30,265.75,1.0,0.58,0.58
NSE:HUDCO-EQ,2025-01-30,216.28,1.0,0.61,0.61
NSE:HUHTAMAKI-EQ,2025-01-30,218.4,1.0,0.54,0.54
NSE:HYUNDAI-EQ,2025-01-30,1622.0,1.0,0.57,0.57
NSE:ICICIB22-EQ,2025-01-30,102.19,1.0,0.58,0.58
NSE:ICICIBANK-EQ,2025-01-30,1255.6,1.0,0.59,0.59
NSE:ICICIGI-EQ,2025-01-30,1845.5,1.0,0.58,0.58
NSE:ICICIPRULI-EQ,2025-01-30,611.4,1.0,0.58,0.58
NSE:ICIL-EQ,2025-01-30,294.55,1.0,0.55,0.55
NSE:IDBI-EQ,2025-01-30,79.2,1.0,0.6,0.6
NSE:IDEAFORGE-EQ,2025-01-30,461.45,1.0,0.59,0.59
NSE:IDFCFIRSTB-EQ,2025-01-30,61.19,1.0,0.59,0.59
NSE:IEL-BE,2025-01-30,20.95,1.0,0.55,0.55
NSE:IEX-EQ,2025-01-30,175.29,1.0,0.59,0.59
NSE:IFBIND-EQ,2025-01-30,1374.4,1.0,0.6,0.6
NSE:IFCI-EQ,2025-01-30,54.24,1.0,0.61,0.61
NSE:IGIL-EQ,2025-01-30,508.55,1.0,0.59,0.59
NSE:IGL-EQ,2025-01-30,197.85,1.0,0.59,0.59
NSE:IIFL-EQ,2025-01-30,353.4,0.0,0.5,0.5
NSE:IIFLCAPS-EQ,2025-01-30,245.75,1.0,0.57,0.57
NSE:IKS-EQ,2025-01-30,1748.7,1.0,0.58,0.58
NSE:IMAGICAA-EQ,2025-01-30,65.9,1.0,0.53,0.53
NSE:IMFA-EQ,2025-01-30,685.35,1.0,0.55,0.55
NSE:INDGN-EQ,2025-01-30,600.7,1.0,0.59,0.59
NSE:INDHOTEL-EQ,2025-01-30,761.2,1.0,0.61,0.61
NSE:INDIACEM-EQ,2025-01-30,268.45,1.0,0.56,0.56
NSE:INDIAGLYCO-EQ,2025-01-30,1256.25,1.0,0.59,0.59
NSE:INDIAMART-EQ,2025-01-30,2077.9,1.0,0.6,0.6
NSE:INDIANB-EQ,2025-01-30,545.85,1.0,0.6,0.6
NSE:INDIASHLTR-EQ,2025-01-30,646.65,1.0,0.59,0.59
NSE:INDIGO-EQ,2025-01-30,4227.75,1.0,0.61,0.61
NSE:INDOAMIN-EQ,2025-01-30,142.74,1.0,0.6,0.6
NSE:INDOCO-EQ,2025-01-30,245.15,1.0,0.59,0.59
NSE:INDOFARM-EQ,2025-01-30,194.44,1.0,0.56,0.56
NSE:INDOSTAR-EQ,2025-01-30,249.45,1.0,0.62,0.62
NSE:INDOTHAI-BE,2025-01-30,165.06,1.0,0.52,0.52
NSE:INDOWIND-EQ,2025-01-30,22.18,1.0,0.57,0.57
NSE:INDRAMEDCO-EQ,2025-01-30,435.75,1.0,0.6,0.6
NSE:INDSWFTLTD-EQ,2025-01-30,18.06,1.0,0.51,0.51
NSE:INDTERRAIN-EQ,2025-01-30,41.21,1.0,0.57,0.57
NSE:INDUSINDBK-EQ,2025-01-30,957.05,1.0,0.59,0.59
NSE:INDUSTOWER-EQ,2025-01-30,345.6,1.0,0.58,0.58
NSE:INFIBEAM-EQ,2025-01-30,19.75,1.0,0.6,0.6
NSE:INFRAIETF-EQ,2025-01-30,84.25,1.0,0.55,0.55
NSE:INFY-EQ,2025-01-30,1859.95,1.0,0.56,0.56
NSE:INOXGREEN-BE,2025-01-30,153.82,1.0,0.59,0.59
NSE:INOXINDIA-EQ,2025-01-30,923.95,1.0,0.59,0.59
NSE:INOXWIND-EQ,2025-01-30,161.84,1.0,0.54,0.54
NSE:INTELLECT-EQ,2025-01-30,776.45,1.0,0.53,0.53
NSE:INTERARCH-BE,2025-01-30,1588.75,1.0,0.56,0.56
NSE:INTLCONV-EQ,2025-01-30,78.0,1.0,0.6,0.6
NSE:IOB-EQ,2025-01-30,50.19,1.0,0.59,0.59
NSE:IOC-EQ,2025-01-30,127.12,1.0,0.59,0.59
NSE:IOLCP-EQ,2025-01-30,71.74,1.0,0.61,0.61
NSE:IONEXCHANG-EQ,2025-01-30,554.05,1.0,0.6,0.6
NSE:IPCALAB-EQ,2025-01-30,1454.75,1.0,0.59,0.59
NSE:IPL-EQ,2025-01-30,155.11,1.0,0.58,0.58
NSE:IRB-EQ,2025-01-30,53.65,1.0,0.62,0.62
NSE:IRCON-EQ,2025-01-30,202.7,1.0,0.55,0.55
NSE:IRCTC-EQ,2025-01-30,779.0,1.0,0.58,0.58
NSE:IREDA-EQ,2025-01-30,196.05,1.0,0.58,0.58
NSE:IRFC-EQ,2025-01-30,148.23,1.0,0.55,0.55
NSE:IRISDOREME-BE,2025-01-30,26.66,1.0,0.58,0.58
NSE:ISGEC-EQ,2025-01-30,1096.65,1.0,0.55,0.55
NSE:ITBEES-EQ,2025-01-30,45.8,1.0,0.58,0.58
NSE:ITC-EQ,2025-01-30,436.2,1.0,0.57,0.57
NSE:ITCHOTELS-EQ,2025-01-30,163.25,0.0,0.5,0.5
NSE:ITDCEM-EQ,2025-01-30,534.7,1.0,0.57,0.57
NSE:ITETF-EQ,2025-01-30,43.68,1.0,0.57,0.57
NSE:ITI-EQ,2025-01-30,324.8,1.0,0.58,0.58
NSE:ITIETF-EQ,2025-01-30,45.82,1.0,0.57,0.57
NSE:IXIGO-EQ,2025-01-30,148.63,1.0,0.53,0.53
NSE:J&KBANK-EQ,2025-01-30,99.22,1.0,0.51,0.51
NSE:JAGRAN-EQ,2025-01-30,75.1,1.0,0.57,0.57
NSE:JAGSNPHARM-EQ,2025-01-30,248.9,1.0,0.55,0.55
NSE:JAIBALAJI-EQ,2025-01-30,135.4,1.0,0.58,0.58
NSE:JAICORPLTD-EQ,2025-01-30,129.75,1.0,0.59,0.59
NSE:JAIPURKURT-EQ,2025-01-30,43.26,1.0,0.62,0.62
NSE:JAMNAAUTO-EQ,2025-01-30,88.98,1.0,0.58,0.58
NSE:JASH-EQ,2025-01-30,567.9,1.0,0.57,0.57
NSE:JAYNECOIND-EQ,2025-01-30,36.53,1.0,0.58,0.58
NSE:JAYSREETEA-EQ,2025-01-30,103.02,1.0,0.55,0.55
NSE:JBMA-EQ,2025-01-30,753.63,1.0,0.52,0.52
NSE:JGCHEM-EQ,2025-01-30,338.65,1.0,0.58,0.58
NSE:JHS-EQ,2025-01-30,18.65,1.0,0.56,0.56
NSE:JINDALPOLY-EQ,2025-01-30,831.5,1.0,0.54,0.54
NSE:JINDALSAW-EQ,2025-01-30,243.55,1.0,0.52,0.52
NSE:JINDALSTEL-EQ,2025-01-30,840.05,1.0,0.58,0.58
NSE:JINDRILL-EQ,2025-01-30,893.75,1.0,0.57,0.57
NSE:JINDWORLD-EQ,2025-01-30,83.07,1.0,0.58,0.58
NSE:JIOFIN-EQ,2025-01-30,234.8,1.0,0.59,0.59
NSE:JISLJALEQS-EQ,2025-01-30,71.34,1.0,0.57,0.57
NSE:JKCEMENT-EQ,2025-01-30,4800.35,1.0,0.6,0.6
NSE:JKLAKSHMI-EQ,2025-01-30,801.05,1.0,0.61,0.61
NSE:JKPAPER-EQ,2025-01-30,358.75,1.0,0.58,0.58
NSE:JKTYRE-EQ,2025-01-30,313.0,1.0,0.6,0.6
NSE:JMFINANCIL-EQ,2025-01-30,106.8,1.0,0.6,0.6
NSE:JPPOWER-EQ,2025-01-30,15.73,1.0,0.62,0.62
NSE:JSFB-EQ,2025-01-30,445.4,1.0,0.59,0.59
NSE:JSL-EQ,2025-01-30,648.85,1.0,0.56,0.56
NSE:JSWENERGY-EQ,2025-01-30,483.85,1.0,0.57,0.57
NSE:JSWINFRA-EQ,2025-01-30,269.6,1.0,0.55,0.55
NSE:JSWSTEEL-EQ,2025-01-30,950.85,1.0,0.61,0.61
NSE:JTEKTINDIA-EQ,2025-01-30,156.2,1.0,0.54,0.54
NSE:JTLIND-EQ,2025-01-30,95.55,1.0,0.59,0.59
NSE:JUBLFOOD-EQ,2025-01-30,688.95,1.0,0.58,0.58
NSE:JUBLINGREA-EQ,2025-01-30,700.25,0.0,0.5,0.5
NSE:JUBLPHARMA-EQ,2025-01-30,957.2,0.0,0.5,0.5
NSE:JUNIORBEES-EQ,2025-01-30,664.99,1.0,0.6,0.6
NSE:JUNIPER-EQ,2025-01-30,280.45,1.0,0.56,0.56
NSE:JUSTDIAL-EQ,2025-01-30,873.3,1.0,0.58,0.58
NSE:JWL-EQ,2025-01-30,355.8,1.0,0.57,0.57
NSE:JYOTHYLAB-EQ,2025-01-30,396.75,1.0,0.59,0.59
NSE:JYOTICNC-EQ,2025-01-30,1050.5,1.0,0.54,0.54
NSE:JYOTISTRUC-EQ,2025-01-30,20.27,1.0,0.55,0.55
NSE:KAJARIACER-EQ,2025-01-30,995.15,1.0,0.6,0.6
NSE:KALAMANDIR-EQ,2025-01-30,171.27,1.0,0.52,0.52
NSE:KALYANKJIL-EQ,2025-01-30,440.65,1.0,0.51,0.51
NSE:KAMDHENU-EQ,2025-01-30,40.95,1.0,0.59,0.59
NSE:KAMOPAINTS-BE,2025-01-30,15.61,1.0,0.59,0.59
NSE:KANSAINER-EQ,2025-01-30,235.35,1.0,0.6,0.6
NSE:KARURVYSYA-EQ,2025-01-30,233.84,1.0,0.61,0.61
NSE:KAYNES-EQ,2025-01-30,4725.65,1.0,0.52,0.52
NSE:KCP-EQ,2025-01-30,205.78,1.0,0.59,0.59
NSE:KCPSUGIND-EQ,2025-01-30,40.41,1.0,0.62,0.62
NSE:KEC-EQ,2025-01-30,812.55,1.0,0.58,0.58
NSE:KECL-EQ,2025-01-30,163.8,1.0,0.59,0.59
NSE:KEI-EQ,2025-01-30,3961.15,1.0,0.59,0.59
NSE:KELLTONTEC-EQ,2025-01-30,142.18,1.0,0.55,0.55
NSE:KERNEX-BE,2025-01-30,1246.45,1.0,0.53,0.53
NSE:KESORAMIND-BE,2025-01-30,219.9,1.0,0.56,0.56
NSE:KFINTECH-EQ,2025-01-30,1081.25,1.0,0.53,0.53
NSE:KHAICHEM-BE,2025-01-30,68.29,1.0,0.6,0.6
